Date,Have?,Entered?,ESTC#,Subject,Title,Imprint,Author1,Author2,Author3,Author4,Editor,Translator,Printer1,PrinterLoc 1,Printer2,PrinterLoc 2,Engraver1,Engraver1 Loc,Engraver2,Engraver3,Engraver4,Illustrator1,Illustrator2,Illustrator3,Bookseller 1,SaleShop 1,ShopLoc 1,Bookseller 2,SaleShop2,ShopLoc 2,Bookseller 3,SaleShop 3,ShopLoc 3,Bookseller 4,SaleShop 4,ShopLoc 4,Bookseller 5,SaleShop 5,ShopLoc 5,Bookseller 6,SaleShop 6,ShopLoc 6,Bookseller 7,SaleShop 7,ShopLoc 7,Bookseller 8,SaleShop 8,ShopLoc 8,Bookseller 9,SaleShop 9,ShopLoc 9,Bookseller 10,SaleShop 10,ShopLoc 10,Bookseller 11,Sale Shop 11,ShopLoc 11,Bookseller 12,Sale Shop 12,ShopLoc 12,Bookseller 13,Sale Shop 13,ShopLoc 13,Bookseller 14,Sale Shop 14,ShopLoc 14,Bookseller 15,Sale Shop 15,ShopLoc 15,Bookseller 16,Sale Shop 16,ShopLoc 16,Bookseller 17,Sale Shop 17,ShopLoc 17,Bookseller 18,Sale Shop 18,ShopLoc 18,Bookseller 19,Sale Shop 19,ShopLoc 19,RefSource,Library,Format,# Subs,# Copies,# Women
1786,x,,N31094,Agriculture/Arts/Manufactures,the essence of agriculture,London,Charles Varlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of London: Goldsmith Library,8vo,,,
1786,x,,T131735,Encyclopedia,young man's book of knowledge,London,Daniel Fenning,,,,,,,,,,,,,,,,,,Stanley Crowder,The Looking Glass,Pater Noster Row: London,Benjamin Collins,The Bible & Crown,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,18,18,0
1787,x,,T89350,Mathematics,essay on mathematical language and mathematical sciences,London,Giovanni Baselli,,,,,,Charles Dilly,The Poultry: London,,,,,,,,,,,Charles Dilly,The Rose & Crown,The Poultry: London,Benjamin White and Son,Horace's Head,Fleet Street: London,George Kearsley,No 46,Fleet Street: London,Peter Elmsly,87 Southampton Street,The Strand: London,John Merrill,Regent Walk,Cambridge,Thomas Fletcher,St Mary the Great,Cambridge,Catherine Kearsley,No 46,Fleet Street: London,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,208,208,16
1787,x,,T51473,Map,topographical survey counties of stafford chester lancaster,Nantwich,William Tunicliff,,,,,,Edmund Snelson,Nantwich,,,Woodman and Co,London,,,,,,,Bedwell Law,The Bible & Ball,Ave Mary Lane: London,Thomas Woodman,30 Russell Ct,Drury Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,378,378,2
1787,x,,T204626,Encyclopedia,cyclopaedia or an universal dictionary of arts and sciences,Dublin,Ephraim Chambers,,,,Abraham Rees,,John Chambers 2,Abbey Street: Dublin,,,,,,,,,,,William Sleater,,Castle Street: Dublin,B Corcoran,,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Trinity College Dublin,2mo,440,546,14
1787,x,,T150345,Atlas/History/Geography,short introduction to geography and abridgement of astronomy,London,Richard Wynne,,,,,Catharine Wynne,John Rider,London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,Thomas Becket,73 Tully's Head,The Strand: London,John Sewell,No 32,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,8vo,173,276,52
1787,x,,T61548,Atlas/History/Geography,a key to geography,Sheffield,John Richardson,,,,,,Joseph Gales,Sheffield,Joseph Martin,Sheffield,,,,,,,,,Solomon Hodgson,,Newcastle upon Tyne,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of London,12mo,,,
1787,x,,T114727,Agriculture/Arts/Manufactures,a new compendious system on several diseases incident to cattle,York,Thomas Topham,,,,,,Luke Pennington,Coffee Yard: York,,,,,,,,,,,James Scatcherd,No 12,Ave Mary Lane: London,J Whitaker,No 12,Ave Mary Lane: London,Scollick,No 5 City Road,Moorfields: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Glasgow: Mitchell Library,8vo,,,
1787,x,,T144691,Botany,a botanical arrangement of british plants,Birmingham,William Withering,,,,Jonathan Stokes,,Miles Swinney,High Street: Birmingham,,,,,,,,,,,James Robson,The Feathers,New Bond Street: London,John Balfour,Opposite Parliament Close,Edinburgh,Charles Elliot,Parliament Close,Edinburgh,John Sewell,No 32,Cornhill: London,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,New York Public Library,8vo,,,
1787,x,,T177526,Anatomy/Medicine,a treatise on health and long life,Mullingar,George Cheyne,,,,,,William Kidd,Mullingar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,12mo,,,
1787,x,,T132324,Agriculture/Arts/Manufactures,a new and compendious system of husbandry,Bristol,George Winter,,,,,,William Routh,Bridge Street: Bristol,,,,,,,,,,,E Newberry,,London,Edward Shiercliff,No 11,St Augustine's Back: Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Villanova,8vo,,,
1787,x,,T133345,Mathematics,young algebraist's companion 2,London,Daniel Fenning,,,,,,,,,,,,,,,,,,Stanley Crowder,The Looking Glass,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,,,
1787,x,,T198229,Atlas/History/Geography,new and correct english atlas,London,John Cary,,,,,,,,,,John Cary,The Strand: London,,,,,,,John Cary,Arundel Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,National Library of Ireland,4to,,,
1787,R,,N42027,Atlas/History/Geography,new royal authentic system of universal geography,London,Thomas Bankes,Alexander Cook,Edward Warren Blake,,Thomas Lloyd,,Charles Cooke,Pater Noster Row: London,,,,,,,,,,,Booksellers in Norwich,,Norwich,Booksellers in Nottingham,,Nottingham,Booksellers in Northampton,,Northampton,Booksellers in Oxford,,Oxford,Booksellers in Reading,,Reading,Booksellers in Salisbury,,Salisbury,Booksellers in Sherborn,,Sherborn,Booksellers in Sheffield,,Sheffield,Booksellers in Shrewsbury,,Shrewsbury,Booksellers in Worcester,,Worcester,Booksellers in Winchester,,Winchester,Booksellers in York,,York,,,,,,,,,,,,,,,,,,,,,,R6,Royal Geographical Society,2mo,1334,1334,65
1787,R,,N42027,Atlas/History/Geography,new royal authentic system of universal geography,London,Thomas Bankes,Alexander Cook,Edward Warren Blake,,Thomas Lloyd,,Charles Cooke,Pater Noster Row: London,,,,,,,,,,,Charles Cooke,No 17,Pater Noster Row: London,Booksellers in Bath,,Bath,Booksellers in Bristol,,Bristol,Booksellers in Birmingham,,Birmingham,Booksellers in Canterbury,,Canterbury,Booksellers in Cambridge,,Cambridge,Booksellers in Coventry,,Coventry,Booksellers in Chester,,Chester,Booksellers in Derby,,Derby,Booksellers in Exeter,,Exeter,Booksellers in Gloucester,,Gloucester,Booksellers in Hereford,,Hereford,Booksellers in Hull,,Hull,Booksellers in Ipswich,,Ipswich,Booksellers in Leeds,,Leeds,Booksellers in Liverpool,,Liverpool,Booksellers in Leicester,,Leicester,Booksellers in Manchester,,Manchester,Booksellers in Newcastle,,Newcastle,R6,Royal Geographical Society,2mo,1334,1334,65
1788,x,,T128978,Agriculture/Arts/Manufactures,new royal cyclopaedia and dictionary of arts and sciences,London,George Selby Howard,John Bettesworth,Henry Boswell,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,Booksellers in Bath,,Bath,Booksellers in Bristol,,Bristol,Booksellers in Canterbury,,Canterbury,Booksellers in Cambridge,,Cambridge,Booksellers in Coventry,,Coventry,Booksellers in Chester,,Chester,Booksellers in Derby,,Derby,Booksellers in Exeter,,Exeter,Booksellers in Gloucester,,Gloucester,Booksellers in Hereford,,Hereford,Booksellers in Hull,,Hull,Booksellers in Ipswich,,Ipswich,Booksellers in Leeds,,Leeds,Booksellers in Liverpool,,Liverpool,Booksellers in Leicester,,Leicester,Booksellers in Manchester,,Manchester,Booksellers in Newcastle,,Newcastle,Booksellers in Norwich,,Norwich,R6,The British Library,2mo,862,993,24
1788,x,,T147035,Encyclopedia,new royal encyclopaedia 1,London,William Henry Hall,,,,Thomas Lloyd,,Charles Cooke,Pater Noster Row: London,,,,,,,,,,,Charles Cooke,No 17,Pater Noster Row: London,Booksellers in Norwich,,Norwich,Booksellers in Nottingham,,Nottingham,Booksellers in Northampton,,Northampton,Booksellers in Oxford,,Oxford,Booksellers in Reading,,Reading,Booksellers in Salisbury,,Salisbury,Booksellers in Sherborn,,Sherborn,Booksellers in Sheffield,,Sheffield,Booksellers in Shrewsbury,,Shrewsbury,Booksellers in Worcester,,Worcester,Booksellers in Winchester,,Winchester,Booksellers in York,,York,,,,,,,,,,,,,,,,,,,R9,State Library of New South Wales,2mo,,,
1788,x,,T150551,Agriculture/Arts/Manufactures,agriculture the primary interest of great britain,Edinburgh,David Young,,,,,,David Paterson,Castle Hill: Edinburgh,,,,,,,,,,,Charles Elliot,Parliament Close,Edinburgh,Thomas Kay,No 332,The Strand: London,David Young,,Perth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Toronto,8vo,,,
1788,x,,T39037,Mathematics,mathematical essays on several subjects,London,John Hellins,,,,,,Robert Faulder,New Bond Street: London,,,,,,,,,,,Robert Faulder,No 42,New Bond Street: London,John Merrill,Regent Walk,Cambridge,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,4to,,,
1788,x,,T96563,Travel/Natural History,account of the island of jamaica,Newcastle upon Tyne,Peter Marsden,,,,,,Solomon Hodgson,Newcastle upon Tyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1788,x,,T128978,Agriculture/Arts/Manufactures,new royal cyclopaedia and dictionary of arts and sciences,London,George Selby Howard,John Bettesworth,Henry Boswell,,,,,,,,,,,,,,,,Booksellers in Nottingham,,Nottingham,Booksellers in Northampton,,Northampton,Booksellers in Oxford,,Oxford,Booksellers in Reading,,Reading,Booksellers in Salisbury,,Salisbury,Booksellers in Sherborn,,Sherborn,Booksellers in Sheffield,,Sheffield,Booksellers in Shrewsbury,,Shrewsbury,Booksellers in Worcester,,Worcester,Booksellers in Winchester,,Winchester,Booksellers in York,,York,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,862,993,24
1788,x,,T87005,Travel/Natural History,genera vermium of linnaeus,London,James Barbut,,,,,,,,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,John Sewell,No 32,Cornhill: London,Peter Elmsly,87 Southampton Street,The Strand: London,Thomas Egerton,No 30,Charing Cross: London,James Robson,The Feathers,New Bond Street: London,John Egerton,No 30,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,67,67,3
1788,x,,T147035,Encyclopedia,new royal encyclopaedia 1,London,William Henry Hall,,,,Thomas Lloyd,,,,,,,,,,,,,,Booksellers in Newcastle,,Newcastle upon Tyne,Booksellers in Bath,,Bath,Booksellers in Bristol,,Bristol,Booksellers in Birmingham,,Birmingham,Booksellers in Canterbury,,Canterbury,Booksellers in Cambridge,,Cambridge,Booksellers in Coventry,,Coventry,Booksellers in Chester,,Chester,Booksellers in Derby,,Derby,Booksellers in Exeter,,Exeter,Booksellers in Gloucester,,Gloucester,Booksellers in Hereford,,Hereford,Booksellers in Hull,,Hull,Booksellers in Ipswich,,Ipswich,Booksellers in Leeds,,Leeds,Booksellers in Liverpool,,Liverpool,Booksellers in Leicester,,Leicester,Booksellers in Manchester,,Manchester,,,,R9,State Library of New South Wales,2mo,,,
1789,x,,N479224,Atlas/History/Geography,tabulae distantiae,Dorking,James Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Cambridge University,4to,717,718,19
1789,x,,N63236,Travel/Natural History,voyages to various parts of the world,Penrith,John Willock,,,,,,Ann Bell,Market Pl: Penrith,,,,,,,,,,,John Mitchell,,Carlisle: Cumberland,Thomas Hudson,,Wigton,Michael Branthwaite,In the Fish Market,Cowanhead Mills: Kendal,Isaac Wilson,In the Fish Market,Cowanhead Mills: Kendal,Thomas Schofield,,Dale Street: Liverpool,Solomon Hodgson,,Newcastle upon Tyne,Alexander Dunlop,Balwheridge lan Bell's Wynd,Glasgow,John Richardson,,Penrith: Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Brown University,8vo,,,
1789,x,,N31605,Atlas/History/Geography,improved system of modern geography and chronological table,Dublin,William Guthrie,,,,,,John Chambers 2,Abbey Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Trinity College Dublin,2mo,806,806,34
1789,x,,T67086,Physics/Cosmology,new experiments on electricity wherein the causes of thunder and lightning as well as the constant state of positive or negative electricity in the air or clouds are explained,Derby,Abraham Bennet,,,,,,John Drewry,Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Duke University,8vo,,,
1789,x,,T110327,Mathematics,the practical figurer or an improved system of arithmetic,Paisley,William Halbert,,,,,,John Neilson,Paisley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Columbia University,8vo,,,
1789,x,,T29222,Travel/Natural History,a journal made on a trip from aleppo to bussora,Calcutta,Henry Abbott,,,,,,Joseph Cooper,Drury Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Jefferson Library,8vo,,,
1789,x,,T75355,Travel/Natural History,a tour through sweden swedish-lapland finland and denmark,Stockton,Matthew Consett,,,,,,R Christopher,Stockton on Tees: Durham,,,,,,,,,,,William Goldsmith,No 20,Pater Noster Row: London,Thomas Lewis,Great Russell Street,Covent Garden: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Michigan,4to,,,
1789,x,,T180999,Atlas/History/Geography,a topographical survey of the counties of somerset,Bath,William Tunicliff,,,,,,Richard Cruttwell II,St James's Street: Bath,,,Henry Mutlow,Covent Garden: London,Thomas Jones Woodman,,,,,,Bedwell Law,The Bible & Ball,Ave Mary Lane: London,Samuel Harward,No 4 Colonnade Bldgs,Cheltenham: Gloucestershire,John Tymbs,The Cross,Worcester,Thomas Jones Woodman,,Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Yale Center for British Art,8vo,,,
1789,x,,T89159,Atlas/History/Geography,the voyage of governor phillip to botany bay,London,Arthur Phillip,John Stockdale,,,,,,,,,,,,,,,,,John Stockdale,181 Duke Street,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4,Oxford University: Bodleian,4to,164,370,
1789,x,,T58015,Anatomy/Medicine,family physician or a choice collection of approved medicines,London,E Bullman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,57,57,15
1789,x,,T139902,Physiognomy,essays on physiognomy,London,Johann Caspar Lavater,,,,,Henry Hunter 1,,,,,Thomas Holloway,Fleet Street: London,,,,,,,John Murray,No 32,Fleet Street: London,Henry Hunter 1,,Charles's Square: London,Thomas Holloway,No 88,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Museum,4to,,,
1789,x,,T123229,Anatomy/Medicine,surgical tracts,London,John Obadiah Justamond,,,,William Houlston,,,,,,,,,,,,,,Thomas Cadell 2,Catherine Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,131,153,3
1789,x,,T89758,Travel/Natural History,civil and natural history of jamaica 2,London,Patrick Browne,,,,,,,,,,George Dionysius Ehret,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,148,158,1
1789,x,,T97132,Travel/Natural History,travels through the interior parts of america,London,Thomas Anburey,,,,,,,,,,,,,,,,,,William Lane,No 33,Leadenhall Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Pittsburgh,8vo,,,
1790,x,,T119890,Agriculture/Arts/Manufactures,treatise on planting from the origin of semen to ebullition,St Christopher's,Joshua Peterkin,,,,,,Edward Luth,Cayon Street: Baseterre,R Low,Cayon Street: Baseterre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,New York Public Library,4to,,,
1790,x,,T89364,Atlas/History/Geography,margetts's longitude tables for correcting the effects of parallax and refraction,London,George Margetts,,,,,,Chapman,Penton Street: Islington,,,,,,,,,,,Peter Elmsly,87 Southampton Street,The Strand: London,Gilbert,No 13,Leadenhall Street: London,Wright,No 13,Leadenhall Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,2mo,,,
1790,x,,T104443,Anatomy/Medicine,treatise on the inoculation of horses for the strangles,Birmingham,Richard Ford,,,,,,Edward Piercy,Bull Street: Birmingham,,,,,,,,,,,Joseph Johnson,No 72,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,332,365,23
1790,x,,W28682,Agriculture/Arts/Manufactures,new england farmer georgical dictionary art of husbandry,Worcester: MA,Samuel Deane,,,,,,Isaiah Thomas,Worcester: MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,228,255,0
1790,x,,T146707,Atlas/History/Geography,tour of the isle of wight,London,John Hassell,,,,,,John Jarvis,The Strand: London,,,,,,,,,,,Thomas Jordan Hookham,No 100,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,4to,,,
1790,x,,T98966,Travel/Natural History,voyages made in the years 1788 and 1789,London,John Meares,,,,,,Logographic Press,Printing House Square: London,John Walter 2,Picadilly: London,,,,,,,,,John Walter 2,No 169,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of California,4to,,,
1790,x,,N27890,Travel/Natural History,travels to discover the source of the nile,Dublin,James Bruce,,,,,Zachariah Jackson,William Sleater,Castle Street: Dublin,William Porter,Skinner Row: Dublin,Graisberry,,Campbell,,,,,,William Sleater,,Castle Street: Dublin,P Wogan,,Dublin,L White,,Dublin,Patrick Byrne,,Grafton Street: Dublin,William Porter,,Skinner Row: Dublin,John Jones,,College Green: Dublin,John Moore 1,,Bartholomew Lane: London,B Dornin,,Dublin,C Lewis,,Dublin,William Jones,,Dame Street: Dublin,G Draper,,Dublin,J Milliken,,Dublin,R White,,Dublin,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,8vo,355,429,19
1790,x,,T114638,Atlas/History/Geography,terraquea or a new system of geography 1,London,James Gordon,,,,,,,,,,,,,,,,,,Charles Dilly,The Rose & Crown,The Poultry: London,William Porter,,Skinner Row: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Derry Divisional,8vo,185,185,24
1790,x,,T113345,Physics/Cosmology,a treatise on the solar creation and universal deluge of the earth,London,John Lowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Stanford University,8vo,,,
1790,x,,T113529,Travel/Natural History,journal of a voyage to new south wales,London,John White,,,,,,,,,,,,,,,,,,John Debrett,No 178,Picadilly: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,4to,,,
1790,R,,19,Map,a topographical map of the town of reading and the country adjacent to an extent of ten miles,Reading,Thomas Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Library,1mo,,,
1791,x,,T135324,Atlas/History/Geography,a topographical survey of the counties of hants,Salisbury,William Tunicliff,,,,,,Benjamin Collins,Salisbury,,,,,,,,,,,Stanley Crowder,The Looking Glass,Pater Noster Row: London,Robert Trewman and Son,In the Fore Street,Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,William and Mary,8vo,,,
1791,x,,N10273,Encyclopedia,new royal encyclopaedia 2,London,William Henry Hall,,,,Thomas Lloyd,,Charles Cooke,Pater Noster Row: London,,,,,,,,,,,Charles Cooke,No 17,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,National Union Catalog,2mo,,,
1791,x,,T122592,Travel/Natural History,voyages and travels of an indian interpreter,London,John Long,,,,,,James Robson,New Bond Street: London,,,,,,,,,,,John Debrett,No 178,Picadilly: London,Thomas Egerton,No 30,Charing Cross: London,Benjamin White and Son,Horace's Head,Fleet Street: London,John Sewell,No 32,Cornhill: London,James Edwards,No 102,Pall Mall: London,Isaac Taylor 2,No 56,High Holborn: London,Lewis Bull,Opposite Gyde's Rooms,The Walks: Bath,Josiah Taylor,No 56,High Holborn: London,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,John Egerton,No 30,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Pittsburgh,4to,,,
1791,x,,T98236,Travel/Natural History,a tour from gibraltar to tangier,London,William Lempriere,,,,,,John Walter 2,Picadilly: London,,,,,,,,,,,Joseph Johnson,No 72,St Paul's Churchyard: London,John Sewell,No 32,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,National Library of Australia,8vo,,,
1791,x,,T132065,Encyclopedia,museum britannicum or a display in thirty two plates,London,Jan van Rymsdyk,Andreas van Rymsdyk,,,P Boyle,,Joseph Moore,Drury Lane: London,,,,,,,,,,,Thomas Jordan Hookham,No 100,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Smithsonian Library,2mo,,,
1791,x,,N3589,Anatomy/Medicine,the history of medicine and a review of and objections to the present prevailing theories on fevers,Newcastle upon Tyne,Samuel Davidson,,,,,,Solomon Hodgson,Newcastle upon Tyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Jefferson Library,8vo,,,
1791,x,,T147406,Travel/Natural History,observations during a voyage to teneriffe amsterdam canton,London,George Mortimer,,,,,,Thomas Cadell 2,The Strand: London,,,,,,,,,,,Thomas Cadell 2,Catherine Street,The Strand: London,James Robson,The Feathers,New Bond Street: London,John Sewell,No 32,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,152,371,9
1792,x,,T146693,Astronomy,tables of logarithms 2,London,Michael Taylor,,,,,,Christopher Buckton,Great Pulteney Street: London,,,,,,,,,,,Francis Wingrave,The Lamb,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Virginia,4to,,,
1792,x,,T146015,Atlas/History/Geography,new and easy guide to the use of globes 3,London,Daniel Fenning,,,,Josiah Moon,,,,,,Thomas K Powell,London,J S Gibson,,,,,,Stanley Crowder,The Looking Glass,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,,,
1793,x,,W27800,Atlas/History/Geography,practical surveyor's assistant,Philadelphia,John Clendinin,,,,,,Benjamin Johnson,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,National Union Catalog,4to,,,
1793,x,,W28943,Agriculture/Arts/Manufactures,practical farmer being a new system of husbandry,Wilmington,John Spurrier,,,,,,Brynberg,Wilmington,Andrews,Wilmington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1793,x,,T82581,Botany,an essay upon gardening,York,Richard Steele,,,,,,George Peacock,Drury Lane: London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,James Robson,The Feathers,New Bond Street: London,Thomas Egerton,No 30,Charing Cross: London,Joseph Johnson,No 72,St Paul's Churchyard: London,John Todd,The Bible,Stone Gate: York,John Egerton,No 30,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Getty Research Institute,4to,,,
1793,x,,T121509,Mathematics,modern measurer,Dublin,Levi Hodgson,,,,,,John Parker,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,147,157,0
1793,x,,T18661,Poetry/Natural History,the seasons 2,London,James Thomson,,,,Percival Stockdale,,Thomas Chapman,Fleet Street: London,,,,,,,,,,,Archibald Hamilton,,Holborn: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,258,1057,22
